PhoneName,Price,RAM_ROM,Display,Battery,Processor,Stars,Ratings Count,Reviews Count
Kechaoda A26,₹968,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,NO WARRANTY,,4.3,"17,864","1,162"
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹20,788",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,1 Year Brand Warranty,4.3,"17,864","1,162"
"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹22,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,6 Gen 1 Processor,4.3,"17,864","1,162"
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7200 Pro Processor,4.3,"17,864","1,162"
"POCO X6 Pro 5G (Yellow, 512 GB)","₹27,499",12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,Dimensity D8300 Ultra Processor,4.3,"17,864","1,162"
"REDMI Note 13 5G (Arctic White, 128 GB)","₹17,729",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,1 Year Brand Warranty,4.3,"17,864","1,162"
"REDMI Note 13 5G (Arctic White, 256 GB)","₹21,272",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,1 Year Brand Warranty,4.3,"17,864","1,162"
"REDMI Note 13 5G (Arctic White, 256 GB)","₹19,135",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,1 Year Brand Warranty,4.3,"17,864","1,162"
Kechaoda A26,₹934,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,800 mAh Battery,NA Processor,4.3,"17,864","1,162"
"realme 12 Pro 5G (Navigator Beige, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 6 Gen 1 Processor,4.3,"17,864","1,162"
Kechaoda K112,"₹1,575",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,3600 mAh Battery,"MediaTek MT6261D
Number of cores: 1
GPU: - Processor",4.3,"17,864","1,162"
"Nokia 150 Dual Sim Keypad Mobile,Wireless FM radio, Bluetooth, MP3 player","₹2,249",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor,4.3,"17,864","1,162"
"REDMI 12 (Pastel Blue, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,5000 mAh Battery,Helio G88 Processor,4.3,"17,864","1,162"
"POCO X6 Neo 5G (Astral Black, 128 GB)","₹15,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 6080 Processor,4.3,"17,864","1,162"
"REDMI A3 (Midnight Black, 64 GB)","₹7,289",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,5000 mAh Battery,Mediatek Helio G36 Processor,4.3,"17,864","1,162"
"itel P40 Plus,Upto 8GB RAM|13MP Rear Camera|7000mAh Battery with 18W Fast Charging (Force Black, 128 G...","₹6,695",4 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,7000 mAh Battery,Domestic Warranty 1 Year For Handset And 6 Months For Accessories.,4.3,"17,864","1,162"
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,6000 mAh Battery,Exynos 1280 Processor,4.3,"17,864","1,162"
"realme Narzo N53 (Feather Black, 64 GB)","₹7,875",4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Full HD Display,5000 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,4.3,"17,864","1,162"
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,149",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,"17,864","1,162"
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 6 Gen 1 Processor,4.3,"17,864","1,162"
Micromax X513+,₹995,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1750 mAh Battery,1 Year Manufacturer Warranty on Product,3.7,"3,951",259
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 6 Gen 1 Processor,3.7,"3,951",259
"realme P1 5G (Phoenix Red, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7050 Processor,3.7,"3,951",259
"vivo T3x 5G (Crimson Bliss, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,6000 mAh Battery,6 Gen 1 Processor,3.7,"3,951",259
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,3.7,"3,951",259
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","₹9,490",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,6000 mAh Battery,"Exynos 1330, Octa Core Processor",3.7,"3,951",259
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,4500 mAh Lithium-ion Battery,Snapdragon 888 Processor,3.7,"3,951",259
Kechaoda K55,"₹1,180",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,400 mAh Battery,NA Processor,3.7,"3,951",259
"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹22,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,6 Gen 1 Processor,3.7,"3,951",259
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7200 Pro Processor,3.7,"3,951",259
"REDMI A2 (Aqua Blue, 64 GB)","₹5,299",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,5000 mAh Battery,Helio G36 Processor,3.7,"3,951",259
"realme Narzo N53 (Feather Black, 128 GB)","₹10,290",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,5000 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,3.7,"3,951",259
"POCO X6 Pro 5G (Racing Grey, 512 GB)","₹27,499",12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,Dimensity D8300 Ultra Processor,3.7,"3,951",259
"IQOO Z7s 5G (Pacific Night, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Display,4500 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,3.7,"3,951",259
"IQOO Z7s 5G (?Pacific Night, 128 GB)","₹15,830",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Display,4500 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,3.7,"3,951",259
"IQOO Z7s 5G (Norway Blue, 128 GB)","₹15,657",6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Display,4500 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,3.7,"3,951",259
"SAMSUNG Galaxy S22 5G (Phantom Black, 128 GB)","₹36,999",8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,3700 mAh Lithium-ion Battery,Snapdragon 8 Gen 1 Processor,3.7,"3,951",259
"realme 12+ 5G (Pioneer Green, 256 GB)","₹21,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7050 Processor,3.7,"3,951",259
"realme 12+ 5G (Pioneer Green, 128 GB)","₹20,999",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7050 Processor,3.7,"3,951",259
"Nokia 150 Dual Sim Keypad Phone, Rear Camera, Long Lasting Battery Life and FM Radio","₹2,761",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,1450 mAh Battery,6261D Processor,3.7,"3,951",259
"IQOO Z7S 5G (Norway Blue, 128 GB)","₹17,149",8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Display,4500 mAh Battery,"1 Year for  handset ,6 months for accessories",3.7,"3,951",259
"IQOO Z7S 5G (Pacific Night, 128 GB)","₹17,279",8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Display,4500 mAh Battery,"1 Year for  handset ,6 months for accessories",3.7,"3,951",259
"realme Narzo N53 (Feather Gold, 128 GB)","₹9,178",8 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) HD+ Display,5000 mAh Battery,"Android 13, Realme UI T Processor",3.7,"3,951",259
KARBONN k9 jumbo,"₹1,375",16 GB RAM | 16 GB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) FWVGA+ Display,1800 mAh Battery,NA Processor,3.7,"3,951",259
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
SAMSUNG GURU GT,"₹1,499",153 MB RAM | 153 MB ROM,3.81 cm (1.5 inch) Display,1 Year Manufacturer Warranty,,4.5,"9,285","1,564"
"REDMI Note 13 5G (Arctic White, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 6080 Processor,4.5,"9,285","1,564"
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 6 Gen 1 Processor,4.5,"9,285","1,564"
"POCO C61 (Diamond Dust Black, 128 GB)","₹7,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,5000 mAh Battery,Helio G36 Processor,4.5,"9,285","1,564"
"POCO X6 Pro 5G (Spectre Black, 256 GB)","₹25,499",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5000 mAh Battery,Dimensity D8300 Ultra Processor,4.5,"9,285","1,564"
Nokia 105 Classic with Charger,"₹1,099",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,SC6531E Processor,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,234",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1000 mAh Battery,SC6531E Processor,4.5,"9,285","1,564"
"realme 12+ 5G (Navigator Beige, 256 GB)","₹21,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7050 Processor,4.5,"9,285","1,564"
"REDMI Note 13 5G (Prism Gold, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 6080 Processor,4.5,"9,285","1,564"
itel MagicX 4G| 1200 mAh battery| Expanadable Storage upto 64GB,"₹1,398",48 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,1200 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),4.5,"9,285","1,564"
itel it5027,"₹1,165",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) NA Display,1200 mAh Battery,NA Processor,4.5,"9,285","1,564"
"Motorola G32 (Rose Gold, 128 GB)","₹9,999",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹31,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
itel it5027,"₹1,167",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) NA Display,1200 mAh Battery,NA Processor,4.5,"9,285","1,564"
"realme Narzo N53 (Feather Black, 128 GB)","₹10,290",6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,5000 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,4.5,"9,285","1,564"
Nokia 150,"₹2,399",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,1450 mAh Battery,6261D Processor,4.5,"9,285","1,564"
"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Starlish Black, 64 GB)","₹6,339",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,5000 mAh Battery,1 year manufacturer Warranty,4.5,"9,285","1,564"
"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Field Green, 64 GB)","₹6,380",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,5000 mAh Battery,1 year manufacturer Warranty,4.5,"9,285","1,564"
"realme 12 Pro+ 5G (Submarine Blue, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.5,"9,285","1,564"
"realme P1 5G (Phoenix Red, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7050 Processor,4.4,583,76
"vivo T3x 5G (Crimson Bliss, 128 GB)","₹14,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,6000 mAh Battery,6 Gen 1 Processor,4.4,583,76
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.4,583,76
"realme 12 Pro+ 5G (Submarine Blue, 128 GB)","₹29,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.4,583,76
"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹22,999",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,6 Gen 1 Processor,4.4,583,76
"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Dimensity 7200 Pro Processor,4.4,583,76
"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹33,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 7s Gen 2 Processor,4.4,583,76
Kechaoda K66 The Music House 4,"₹1,185",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,400 mAh Battery,NA Processor,4.4,583,76
Snexian GURU 2163,₹565,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) NA Display,1000 mAh Battery,1 Year Warranty,4.4,583,76
"POCO X6 5G (Mirror Black, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,4.4,583,76
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹12,245",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,6000 mAh Battery,1 year for handset and 6 month for accessories,4.4,583,76
Kechaoda K115,"₹1,060",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,850 mAh Battery,NA Processor,4.4,583,76
"REDMI 12 5G (Jade Black, 256 GB)","₹14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 4 Gen 2 Processor,4.4,583,76
itel MagicX 4G| 1200 mAh battery| Expanadable Storage upto 64GB,"₹1,398",48 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,1200 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),4.4,583,76
"POCO X6 5G (Snowstorm White, 256 GB)","₹19,999",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor,4.4,583,76
Kechaoda K113,"₹1,240",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,3000 mAh Battery,1 Year Manufacturer Warranty,4.4,583,76
Kechaoda K200,₹995,32 MB RAM | 32 MB ROM,3.3 cm (1.3 inch) Display,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,4.4,583,76
"REDMI Note 13 5G (Prism Gold, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,5000 mAh Battery,Dimensity 6080 Processor,4.4,583,76
"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Starlish Black, 64 GB)","₹6,339",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,5000 mAh Battery,1 year manufacturer Warranty,4.4,583,76
"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Field Green, 64 GB)","₹6,380",4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Display,5000 mAh Battery,1 year manufacturer Warranty,4.4,583,76
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)","₹12,531",6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,5000 mAh Battery,1 Year,4.4,583,76
"realme 12x 5G (Twilight Purple, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,5000 mAh Battery,Dimensity 6100+ Processor,4.4,583,76
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹11,877",4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,6000 mAh Battery,1 year for handset and 6 month for accessories,4.4,583,76
"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,5000 mAh Battery,Snapdragon 6 Gen 1 Processor,4.4,583,76
